original_org_name,variant
CARITAS ANTSIRABE,CARITAS ANTSIRABE
CARITAS ANTSIRABE,caritas antsirabe
CARITAS ANTSIRABE,CARITAS ANSTIRABE
CRS MADAGASCAR,CRS MADAGASCRA
CRS MADAGASCAR,crs madagascar
CRS MADAGASCAR,CRS MADAGASCAR
COLLECTIF TANY,COLLECTIF TANY
COLLECTIF TANY,COLLECTIF TNAY
COLLECTIF TANY,collectif tany
Enhanced Integrated Framework,Enhanced Integrated Fraemwork
Enhanced Integrated Framework,enhanced integrated framework
Enhanced Integrated Framework,Enhanced Integrated Framework
NIU Madagascar,niu madagascar
NIU Madagascar,NIUM adagascar
NIU Madagascar,NIU Madagascar
"UNOPS helps the UN and its partners run peacebuilding, humanitarian and development operations for people in need.","unops helps the un and its partners run peacebuilding, humanitarian and development operations for people in need."
"UNOPS helps the UN and its partners run peacebuilding, humanitarian and development operations for people in need.","UNOPS helps the UN and its partners run peacebuildign, humanitarian and development operations for people in need."
"UNOPS helps the UN and its partners run peacebuilding, humanitarian and development operations for people in need.",UNOPS helps the UN and its partners run peacebuilding humanitarian and development operations for people in need
"UNOPS helps the UN and its partners run peacebuilding, humanitarian and development operations for people in need.","UNOPS helps the UN and its partners run peacebuilding, humanitarian and development operations for people in need."
Bertelsmann Stiftung Foundation,Bertelsmann Stiftung Founadtion
Bertelsmann Stiftung Foundation,Bertelsmann Stiftung Foundation
Bertelsmann Stiftung Foundation,bertelsmann stiftung foundation
Dominican Republic,Dominican Republic
Dominican Republic,dominican republic
Dominican Republic,Dominiacn Republic
Finland - Ministry of Foreign Affairs,Finland - Minsitry of Foreign Affairs
Finland - Ministry of Foreign Affairs,Finland  Ministry of Foreign Affairs
Finland - Ministry of Foreign Affairs,finland - ministry of foreign affairs
Finland - Ministry of Foreign Affairs,Finland - Ministry of Foreign Affairs
Ford Foundation,Ford Foundation
Ford Foundation,ford foundation
Ford Foundation,Ford Fuondation
International Bank for Reconstruction and Development,international bank for reconstruction and development
International Bank for Reconstruction and Development,International Bank for Reconstruction and Development
International Bank for Reconstruction and Development,International Bank for Reconstruction and Develpoment
Mexico - Ministry of Foreign Affair,Mexico  Ministry of Foreign Affair
Mexico - Ministry of Foreign Affair,Mexico - Ministry of Foregin Affair
Mexico - Ministry of Foreign Affair,Mexico - Ministry of Foreign Affair
Mexico - Ministry of Foreign Affair,mexico - ministry of foreign affair
Multi Donor Trust Fund for the Global Partnership for Social Accountability,Multi Donor Trust Fund for the Global Partnership for Social Accountability
Multi Donor Trust Fund for the Global Partnership for Social Accountability,Mulit Donor Trust Fund for the Global Partnership for Social Accountability
Multi Donor Trust Fund for the Global Partnership for Social Accountability,multi donor trust fund for the global partnership for social accountability
The Aga Khan Foundation U.S.A. (AKF USA),the aga khan foundation u.s.a. (akf usa)
The Aga Khan Foundation U.S.A. (AKF USA),The Aga Khan Foundation U.S.A. (AKF USA)
The Aga Khan Foundation U.S.A. (AKF USA),The Aga Khan Foundtaion U.S.A. (AKF USA)
The Aga Khan Foundation U.S.A. (AKF USA),The Aga Khan Foundation USA AKF USA
Carbon Initiative for Development (Ci-Dev) Carbon Fund,CarbonI nitiative for Development (Ci-Dev) Carbon Fund
Carbon Initiative for Development (Ci-Dev) Carbon Fund,Carbon Initiative for Development (Ci-Dev) Carbon Fund
Carbon Initiative for Development (Ci-Dev) Carbon Fund,Carbon Initiative for Development CiDev Carbon Fund
Carbon Initiative for Development (Ci-Dev) Carbon Fund,carbon initiative for development (ci-dev) carbon fund
Carbon Initiative for Development Readiness Fund,carbon initiative for development readiness fund
Carbon Initiative for Development Readiness Fund,Carbon Initiaitve for Development Readiness Fund
Carbon Initiative for Development Readiness Fund,Carbon Initiative for Development Readiness Fund
Climate Cent Foundation,climate cent foundation
Climate Cent Foundation,Climate Cent oFundation
Climate Cent Foundation,Climate Cent Foundation
Swedish Energy Agency,wSedish Energy Agency
Swedish Energy Agency,Swedish Energy Agency
Swedish Energy Agency,swedish energy agency
CCGIAR Fund,CCGIAR Fund
CCGIAR Fund,CCGIAR Fudn
CCGIAR Fund,ccgiar fund
CGIAR Fund,CGIAR Fund
CGIAR Fund,CGIRA Fund
CGIAR Fund,cgiar fund
India,india
India,India
United Kingdom,United Kingdom
United Kingdom,United Kigndom
United Kingdom,united kingdom
New Zealand,new zealand
New Zealand,New Zealnad
New Zealand,New Zealand
Switzerland,switzerland
Switzerland,Swizterland
Switzerland,Switzerland
United States,United States
United States,united states
United States,United Sttaes
Louvain Coopération,Louvain Coopération
Louvain Coopération,Louvain Coopéartion
Louvain Coopération,louvain coopération
ALEFA Menabe,LAEFA Menabe
ALEFA Menabe,ALEFA Menabe
ALEFA Menabe,alefa menabe
Institut Halieutiques des Sciences Marines,Institut Halieutiques des Sceinces Marines
Institut Halieutiques des Sciences Marines,Institut Halieutiques des Sciences Marines
Institut Halieutiques des Sciences Marines,institut halieutiques des sciences marines
OPCI ALOKAINA,OPIC ALOKAINA
OPCI ALOKAINA,OPCI ALOKAINA
OPCI ALOKAINA,opci alokaina
PROSC-FIVE,PROSC-FIVE
PROSC-FIVE,PROSCFIVE
PROSC-FIVE,prosc-five
PROSC-FIVE,PROSC-FVIE
World Wildlife Fund,World Wildlife Fund
World Wildlife Fund,Worl dWildlife Fund
World Wildlife Fund,world wildlife fund
Bureau Local + Siège + Coûts de Gestion,Bureau Local  Siège  Coûts de Gestion
Bureau Local + Siège + Coûts de Gestion,BureauL ocal + Siège + Coûts de Gestion
Bureau Local + Siège + Coûts de Gestion,bureau local + siège + coûts de gestion
Bureau Local + Siège + Coûts de Gestion,Bureau Local + Siège + Coûts de Gestion
Coopérative,Coopérative
Coopérative,coopérative
Coopérative,Coopértaive
FIVE Menabe,five menabe
FIVE Menabe,FIVE Menabe
FIVE Menabe,FIV EMenabe
OPCI Alokaina,opci alokaina
OPCI Alokaina,OPCI Alkoaina
OPCI Alokaina,OPCI Alokaina
AMADIA,AMADIA
AMADIA,amadia
AMADIA,AMAIDA
Direction Régionale de la Santé du Menabe,direction régionale de la santé du menabe
Direction Régionale de la Santé du Menabe,Direction Réigonale de la Santé du Menabe
Direction Régionale de la Santé du Menabe,Direction Régionale de la Santé du Menabe
Eglise Catholique de Rome,Eglise Catholique de Rome
Eglise Catholique de Rome,EgliseC atholique de Rome
Eglise Catholique de Rome,eglise catholique de rome
Province BW,Provicne BW
Province BW,Province BW
Province BW,province bw
DRSanté Menabe-EMAD,DRSanté MenabeEMAD
DRSanté Menabe-EMAD,DRSanté Menabe-EMAD
DRSanté Menabe-EMAD,drsanté menabe-emad
DRSanté Menabe-EMAD,DSRanté Menabe-EMAD
EMAD,EMAD
EMAD,emad
Eglise Catho Rome,eglise catho rome
Eglise Catho Rome,Eglise Catho oRme
Eglise Catho Rome,Eglise Catho Rome
Association Manorintsoa,association manorintsoa
Association Manorintsoa,Associatino Manorintsoa
Association Manorintsoa,Association Manorintsoa
Association Miarintsoa,Association Miarintsao
Association Miarintsoa,association miarintsoa
Association Miarintsoa,Association Miarintsoa
Caritas - Tsaraotana,caritas - tsaraotana
Caritas - Tsaraotana,Caritas - Tsaraotana
Caritas - Tsaraotana,Caritas  Tsaraotana
Caritas - Tsaraotana,Craitas - Tsaraotana
Ecr. Abraham,ecr. abraham
Ecr. Abraham,Ecr. Arbaham
Ecr. Abraham,Ecr Abraham
Ecr. Abraham,Ecr. Abraham
Engineering Consulting Associates - Miandrivazo,engineering consulting associates - miandrivazo
Engineering Consulting Associates - Miandrivazo,Engineerign Consulting Associates - Miandrivazo
Engineering Consulting Associates - Miandrivazo,Engineering Consulting Associates - Miandrivazo
Engineering Consulting Associates - Miandrivazo,Engineering Consulting Associates  Miandrivazo
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM) - Vinaninony,Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskkiara (SAF/FJKM) - Vinaninony
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM) - Vinaninony,sampan'asa fampandrosoana/ fiangonan'l jesosy kristy eto madagaskikara (saf/fjkm) - vinaninony
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM) - Vinaninony,SampanAsa Fampandrosoana Fiangonanl Jesosy Kristy eto Madagaskikara SAFFJKM  Vinaninony
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM) - Vinaninony,Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM) - Vinaninony
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM),sampan'asa fampandrosoana/ fiangonan'l jesosy kristy eto madagaskikara (saf/fjkm)
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM),SampanAsa Fampandrosoana Fiangonanl Jesosy Kristy eto Madagaskikara SAFFJKM
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM),Sampan'Asa Fampandrosoana/ Fiangonanl' Jesosy Kristy eto Madagaskikara (SAF/FJKM)
Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM),Sampan'Asa Fampandrosoana/ Fiangonan'l Jesosy Kristy eto Madagaskikara (SAF/FJKM)
ARES - Académie de Recherche et d’Enseignement supérieur,ARES - Académie de Recherche et d’Enseignement supérieur
ARES - Académie de Recherche et d’Enseignement supérieur,ARES  Académie de Recherche et dEnseignement supérieur
ARES - Académie de Recherche et d’Enseignement supérieur,ares - académie de recherche et d’enseignement supérieur
ARES - Académie de Recherche et d’Enseignement supérieur,ARES - Académie d eRecherche et d’Enseignement supérieur
ARES,ARES
ARES,ares
CARE International UK,care international uk
CARE International UK,CRAE International UK
CARE International UK,CARE International UK
CARE National Office,ACRE National Office
CARE National Office,care national office
CARE National Office,CARE National Office
DFID,DFID
DFID,dfid
Start_Network,StartNetwork
Start_Network,Start_Network
Start_Network,start_network
Start_Network,tSart_Network
CARE Madagascar - IU Vendor,care madagascar - iu vendor
CARE Madagascar - IU Vendor,CARE Madagsacar - IU Vendor
CARE Madagascar - IU Vendor,CARE Madagascar - IU Vendor
CARE Madagascar - IU Vendor,CARE Madagascar  IU Vendor
Join For Water (Protos),join for water (protos)
Join For Water (Protos),Join For Water (Protso)
Join For Water (Protos),Join For Water (Protos)
Join For Water (Protos),Join For Water Protos
Protos,rPotos
Protos,protos
Protos,Protos
Fikrifama,Fikirfama
Fikrifama,Fikrifama
Fikrifama,fikrifama
SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,science and technology facilities council
SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL
SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,SCIENCE ANDT ECHNOLOGY FACILITIES COUNCIL
INTOSAI Development Initiative,intosai development initiative
INTOSAI Development Initiative,INTOSAI Development Initiative
INTOSAI Development Initiative,INTOSAI Development Initiatvie
Austrian Development Agency,Austrian Development Agenyc
Austrian Development Agency,austrian development agency
Austrian Development Agency,Austrian Development Agency
European Commission - Directorate-General for International Cooperation and Development,European Commission - Directorate-General for International Cooperation and Development
European Commission - Directorate-General for International Cooperation and Development,european commission - directorate-general for international cooperation and development
European Commission - Directorate-General for International Cooperation and Development,European Commission - Directorate-General for International Cooperation and eDvelopment
European Commission - Directorate-General for International Cooperation and Development,European Commission  DirectorateGeneral for International Cooperation and Development
Government of Estonia,government of estonia
Government of Estonia,Government of Estonia
Government of Estonia,Government o fEstonia
International Organisation of Supreme Audit Institutions,Internaitonal Organisation of Supreme Audit Institutions
International Organisation of Supreme Audit Institutions,international organisation of supreme audit institutions
International Organisation of Supreme Audit Institutions,International Organisation of Supreme Audit Institutions
Offce of the Auditor General of Norway,offce of the auditor general of norway
Offce of the Auditor General of Norway,Offce o fthe Auditor General of Norway
Offce of the Auditor General of Norway,Offce of the Auditor General of Norway
"Sweden, through Swedish International Development Cooperation Agency (Sida)","Sweden, through Swedish International Development Cooperation Agency (Sida)"
"Sweden, through Swedish International Development Cooperation Agency (Sida)","sweden, through swedish international development cooperation agency (sida)"
"Sweden, through Swedish International Development Cooperation Agency (Sida)",Sweden through Swedish International Development Cooperation Agency Sida
"Sweden, through Swedish International Development Cooperation Agency (Sida)","Sweden, through Swedish International Development Coopeartion Agency (Sida)"
Ireland - Department of Foreign Affairs and Trade,ireland - department of foreign affairs and trade
Ireland - Department of Foreign Affairs and Trade,Ireland  Department of Foreign Affairs and Trade
Ireland - Department of Foreign Affairs and Trade,Ireland - Department of ForeignA ffairs and Trade
Ireland - Department of Foreign Affairs and Trade,Ireland - Department of Foreign Affairs and Trade
Switzerland - Swiss Agency for Development and Cooperation (SDC),Switzerland  Swiss Agency for Development and Cooperation SDC
Switzerland - Swiss Agency for Development and Cooperation (SDC),Switzerland - Swiss Agency for Development and Cooperation (SDC)
Switzerland - Swiss Agency for Development and Cooperation (SDC),switzerland - swiss agency for development and cooperation (sdc)
Switzerland - Swiss Agency for Development and Cooperation (SDC),Switzerland - wSiss Agency for Development and Cooperation (SDC)
AFROSAI-E,AFROSAI-E
AFROSAI-E,afrosai-e
AFROSAI-E,AFROSAIE-
AFROSAI-E,AFROSAIE
CREFIAF,crefiaf
CREFIAF,CREFIAF
CREFIAF,RCEFIAF
Ministry for Foreign Affairs,Minsitry for Foreign Affairs
Ministry for Foreign Affairs,ministry for foreign affairs
